LogOfAreas,Log_X_Index,Outside_X_Index,Pixels_Areas,X_Perimeter,Sum_of_Luminosity,Length_of_Conveyer,SigmoidOfAreas,Minimum_of_Luminosity,Edges_Index,Fault_Type
2.0569,1.1761,0.0089,114,17,13193,1687,0.3068,65,0.3877,Bumps
1.6233,0.699,0.0037,42,6,5267,1387,0.1449,88,0.2759,Stains
1.2553,0.9031,0.0059,18,9,2370,1358,0.1773,125,0.5718,Stains
2.0607,1.1461,0.0083,115,17,11647,1690,0.2901,66,0.0638,Bumps
3.0442,1.0792,0.0089,1030,150,116623,1353,0.9999,101,0.6322,Healthy
1.7781,0.7782,0.0044,60,10,6760,1362,0.1773,85,0.7127,Other_faults
2.0682,1.0792,0.0089,117,20,11979,1354,0.2288,99,0.2227,Z_Scratch
2.4281,1.1761,0.0108,268,34,26356,1394,0.7174,104,0.7618,Other_faults
2.4232,1.0,0.0074,265,25,30229,1354,0.6868,94,0.0073,Z_Scratch
1.2305,0.9031,0.0059,17,10,2157,1356,0.1322,116,0.6388,Stains
3.0149,1.7853,0.0449,1035,143,104555,1360,1.0,119,0.1894,Z_Scratch
2.3263,0.9542,0.0066,212,13,23207,1360,0.3977,97,0.7094,Dirtiness
1.8921,1.0,0.0059,78,12,7882,1686,0.2432,71,0.7355,Pastry
1.9912,1.1461,0.0083,99,18,10476,1690,0.2532,81,0.0844,Bumps
3.7028,1.5682,0.0272,5044,188,543449,1358,1.0,97,0.1195,Other_faults
2.5172,1.8573,0.053,329,81,41053,1360,0.9263,116,0.5205,Healthy
3.8649,2.2279,0.1244,6686,293,618605,1356,1.0,46,0.0604,K_Scatch
2.2577,1.3617,0.0169,181,47,17588,1354,0.5511,82,0.1085,Z_Scratch
1.2041,0.699,0.0022,16,5,1961,1358,0.1322,109,0.6162,Stains
3.7904,2.238,0.1274,6172,278,654834,1358,1.0,41,0.0604,K_Scatch
1.5441,0.9031,0.0047,35,10,4347,1687,0.133,123,0.9808,Stains
3.7463,2.1761,0.1035,5544,240,552220,1358,1.0,49,0.0574,Healthy
3.6687,1.1761,0.0109,4663,197,499944,1398,1.0,38,0.0,K_Scatch
2.8488,1.415,0.0192,694,69,86424,1358,0.9991,111,0.9106,Dirtiness
2.9773,1.1461,0.0103,862,67,95173,1364,0.9999,91,0.9515,Dirtiness
1.2305,0.8451,0.0052,17,10,2267,1360,0.1441,114,0.8809,Stains
4.0623,2.1818,0.1056,11510,562,1270726,1402,1.0,43,0.0556,K_Scatch
2.6181,1.2305,0.0125,415,29,45783,1358,0.8756,78,0.4106,Other_faults
2.5302,1.0792,0.0088,339,33,35565,1362,0.8563,105,0.0,Dirtiness
2.5763,1.2553,0.0132,379,28,45968,1362,0.8299,111,0.8331,Healthy
2.301,1.415,0.0158,200,18,21098,1686,0.4779,80,0.4136,Bumps
2.2304,1.2787,0.014,170,26,17260,1360,0.463,77,0.8537,Other_faults
2.9863,1.0414,0.0081,964,81,70737,1356,1.0,58,0.2761,Z_Scratch
2.2742,1.3802,0.0176,189,33,27135,1372,0.8952,118,0.4067,Healthy
2.7033,1.4771,0.022,504,75,49231,1354,0.9988,80,0.2801,Z_Scratch
2.2253,1.1139,0.0096,168,23,20262,1356,0.4713,105,0.2324,Z_Scratch
2.1139,0.9031,0.0047,130,11,14369,1364,0.266,96,0.3515,Healthy
2.9207,1.3617,0.0169,822,69,96340,1364,0.9995,89,0.7709,Dirtiness
1.8062,0.8451,0.0052,64,15,7145,1350,0.2583,92,0.1324,Bumps
1.5441,0.7782,0.0044,35,6,4998,1358,0.1449,107,0.9106,Stains
2.1303,1.4314,0.0199,135,32,16675,1710,0.2901,114,0.6162,Other_faults
2.7168,1.2305,0.01,521,56,53617,1687,0.9996,77,0.1443,Dirtiness
2.1614,1.2041,0.0117,145,19,13193,1358,0.417,97,0.1035,Z_Scratch
2.0253,0.9031,0.0047,106,13,10747,1687,0.2686,84,0.0115,Pastry
1.7324,1.0792,0.0088,54,15,7717,1353,0.2105,148,0.8667,Healthy
2.0043,1.2305,0.0125,101,28,13352,1362,0.5378,123,0.1272,Dirtiness
2.935,1.1139,0.0096,836,68,99456,1364,0.9999,106,0.4433,Dirtiness
3.8199,2.238,0.1259,6937,276,686124,1356,1.0,38,0.0574,K_Scatch
2.0828,0.9542,0.0066,121,12,16420,1356,0.2051,122,0.3965,Bumps
1.2041,0.699,0.0037,16,5,2020,1358,0.1322,128,0.1735,Stains
3.7669,2.2175,0.1215,5885,257,656298,1358,1.0,43,0.0574,K_Scatch
2.0569,1.3222,0.0124,114,28,13987,1387,0.7147,89,0.8226,Other_faults
1.2305,0.8451,0.0041,17,7,2181,1692,0.1322,109,0.0355,Healthy
2.1614,1.2305,0.0104,145,18,14132,1354,0.5063,81,0.0796,Z_Scratch
0.7782,0.4771,0.0029,6,4,718,1358,0.1292,104,0.4686,Stains
1.8389,1.0414,0.0081,69,15,8824,1364,0.1934,120,0.7551,Healthy
2.3096,1.2305,0.0103,201,30,18671,1698,0.7955,51,0.0519,Pastry
2.4786,1.6435,0.0324,301,52,38597,1360,0.8299,105,0.7991,Other_faults
3.7977,2.243,0.1291,6276,252,647595,1356,1.0,42,0.0605,K_Scatch
2.8716,1.5051,0.0189,744,67,83716,1692,0.9998,93,0.6224,Bumps
2.6998,1.0792,0.0088,501,61,44883,1356,0.9685,75,0.0603,Pastry
2.8306,1.5185,0.0243,677,202,86417,1358,0.9966,101,0.2188,Other_faults
2.1173,1.1139,0.0096,131,20,14830,1354,0.2739,107,0.1581,Z_Scratch
2.791,1.5185,0.0258,699,59,61937,1353,0.9998,70,0.9106,Z_Scratch
2.2201,0.9031,0.0047,166,15,18674,1694,0.4025,84,0.9135,Dirtiness
2.0414,0.7782,0.0044,110,18,14260,1353,0.3097,117,0.0399,Dirtiness
1.7993,1.0,0.0072,63,11,9037,1387,0.2173,148,0.7718,K_Scatch
1.9345,1.0,0.0059,86,13,8851,1692,0.2173,95,0.7338,Bumps
3.8205,2.243,0.1289,6515,278,684236,1356,1.0,36,0.0575,K_Scatch
1.7482,1.0,0.0074,56,13,6116,1360,0.2018,92,0.9231,Stains
4.0391,2.1818,0.1086,10941,588,1238454,1402,1.0,30,0.0556,K_Scatch
3.6144,1.0,0.0074,4115,67,46365,1687,1.0,80,0.1075,Pastry
3.8342,2.1931,0.1149,6878,277,706929,1358,1.0,40,0.0574,K_Scatch
2.9912,1.8261,0.0412,980,80,110993,1688,1.0,95,0.3181,Bumps
2.5052,1.0792,0.0071,320,35,32705,1692,0.8952,28,0.0236,Healthy
1.8261,1.2787,0.0115,67,22,8355,1692,0.1715,95,0.6162,Healthy
2.1367,1.1761,0.011,137,15,15513,1373,0.3509,107,0.0,Other_faults
1.2305,0.7782,0.0044,17,3,2167,1358,0.124,119,0.6662,Stains
3.2455,1.9191,0.0484,1760,163,216243,1354,1.0,67,0.1608,Z_Scratch
1.8921,1.0414,0.0068,78,13,12587,1687,0.1965,114,0.4164,Dirtiness
3.7906,2.233,0.1259,6249,262,649801,1358,1.0,36,0.0603,K_Scatch
3.5599,1.2305,0.0125,3583,251,45968,1364,1.0,113,0.1849,Pastry
2.8998,1.1139,0.0096,794,59,76438,1692,0.9993,73,0.1002,Other_faults
2.301,0.9542,0.0066,200,23,20245,1353,0.5805,85,0.1227,Pastry
2.0414,0.9031,0.0047,110,15,12808,1687,0.3241,110,0.3181,Dirtiness
2.1367,0.9542,0.0053,137,13,12881,1687,0.5822,99,0.0398,Other_faults
2.2833,1.0792,0.0071,192,29,17295,1690,0.8952,97,0.3105,Pastry
2.5551,1.3424,0.0161,359,21,35410,1356,0.7933,104,0.1489,Other_faults
3.7884,2.248,0.1303,5816,257,618320,1356,1.0,39,0.0605,K_Scatch
3.6256,2.1959,0.1156,4223,198,456305,1358,1.0,45,0.0604,K_Scatch
1.716,0.7782,0.0044,52,9,6886,1364,0.1852,150,0.6143,Bumps
3.006,2.1847,0.1127,1014,200,104555,1356,1.0,89,0.0633,Healthy
1.9191,0.699,0.0037,83,19,9671,1354,0.2482,95,0.0353,Dirtiness
3.1861,1.7243,0.0319,1535,91,182339,1358,1.0,97,0.2739,Z_Scratch
1.8325,1.3979,0.0183,68,37,7281,1360,0.417,113,0.4898,K_Scatch
2.2989,0.9542,0.0066,198,18,21300,1358,0.3725,97,0.0024,Z_Scratch
2.3365,1.0414,0.0081,217,24,23865,1364,0.5461,92,0.0024,Pastry
1.2553,0.699,0.0037,18,4,2219,1360,0.1322,105,0.7551,Stains
1.699,1.0414,0.0066,50,13,6193,1364,0.1934,93,0.4421,Bumps
2.3284,1.1139,0.0095,213,37,23587,1372,0.767,63,0.0325,Pastry
3.7823,2.2355,0.1267,6059,293,612252,1358,1.0,41,0.0604,Other_faults
1.5051,0.8451,0.0052,32,9,3094,1364,0.1499,123,0.7603,Stains
3.8796,1.6233,0.0254,7579,229,889727,1666,1.0,107,0.8226,Healthy
1.9395,1.0,0.0059,87,16,9137,1356,0.266,48,0.1624,Z_Scratch
2.0128,1.0,0.0074,103,21,12773,1364,0.3834,92,0.0355,Dirtiness
4.251,2.238,0.1238,17810,763,2094532,1402,1.0,25,0.0585,K_Scatch
4.1152,2.1761,0.1093,13033,614,1508999,1400,1.0,46,0.0557,Healthy
2.0043,1.0,0.0074,101,14,12543,1630,0.266,109,0.8407,Healthy
2.5832,1.0792,0.0071,3811,70,479531,1696,0.9956,91,0.5809,Dirtiness
2.0374,1.2553,0.0132,109,34,12886,1362,0.3329,118,0.3877,Other_faults
2.1367,1.0414,0.0065,137,25,16308,1353,0.4138,105,0.3123,Z_Scratch
1.0792,0.8451,0.0052,12,7,1498,1360,0.1384,115,0.8235,Stains
2.3201,1.0792,0.0088,209,21,21349,1364,0.5063,97,0.6637,Dirtiness
1.8062,0.9542,0.0053,64,14,6884,1690,0.2173,79,0.1395,Pastry
1.3222,0.8451,0.0052,21,9,2633,1358,0.1441,118,0.8532,Stains
3.1758,0.9542,0.0066,1470,85,17100,1353,1.0,92,0.0,Dirtiness
2.1399,1.2041,0.0118,137,29,16891,1364,0.6438,111,0.3613,Bumps
2.0864,1.2787,0.0139,122,28,14260,1364,0.4729,120,0.2675,Z_Scratch
2.5302,1.1139,0.0096,339,31,41476,1354,0.7933,76,0.0251,Z_Scratch
3.7577,2.1959,0.1156,5724,198,588321,1358,1.0,47,0.0604,K_Scatch
2.4362,1.1761,0.011,273,32,29865,1360,0.3977,40,0.0338,K_Scatch
2.7152,1.3424,0.0162,561,51,61342,1360,0.9969,105,0.2055,Z_Scratch
1.7853,1.2041,0.0118,61,17,7588,1362,0.2469,84,0.8399,Stains
2.1303,0.9031,0.0059,135,18,13096,1360,0.3359,85,0.6402,Bumps
0.7782,0.699,0.0037,6,5,718,1358,0.1262,120,0.7385,Stains
2.4609,1.1761,0.0089,289,23,32153,1687,0.8299,99,0.1714,Dirtiness
1.8325,1.5563,0.0266,68,42,79713,1650,0.1687,114,0.4417,Dirtiness
4.0609,1.5441,0.0714,10796,622,1273434,1400,1.0,38,0.0557,K_Scatch
1.2553,0.8451,0.0052,18,8,2318,1360,0.1417,114,0.9602,Stains
1.7076,0.8451,0.0052,51,9,6994,1353,0.1892,151,0.5926,Pastry
3.813,2.238,0.1274,6653,276,675748,1358,1.0,40,0.0604,K_Scatch
2.2648,0.699,0.0037,184,15,22708,1352,0.4138,110,0.0266,Dirtiness
4.062,2.1847,0.1091,11542,729,1320194,1402,1.0,40,0.0585,K_Scatch
3.788,2.2455,0.1268,6294,280,649139,1358,1.0,45,0.0574,K_Scatch
1.5441,0.8451,0.0052,35,9,4277,1358,0.1622,87,0.8118,Bumps
1.2305,0.8451,0.0052,17,7,2280,1360,0.1384,109,0.1856,Stains
1.9191,1.0792,0.0089,83,10,9643,1360,0.204,107,0.8127,Stains
2.2279,1.1139,0.0077,169,13,20778,1353,0.3359,104,0.8234,Dirtiness
2.2878,1.0414,0.0081,194,24,18651,1354,0.5999,40,0.0479,Z_Scratch
1.8865,1.8325,0.0529,77,34,8140,1356,0.215,92,0.0162,Z_Scratch
1.2305,0.7782,0.0044,17,9,2198,1358,0.14,123,0.8838,Stains
2.2504,1.2553,0.0106,178,31,17295,1692,0.6173,72,0.1608,Pastry
2.0569,1.1139,0.0077,114,25,11803,1654,0.2914,68,0.1182,Bumps
3.3915,1.0,0.0073,2483,106,2935414,1378,1.0,24,0.6613,Dirtiness
2.9499,1.301,0.0148,880,106,65223,1364,0.9998,87,0.9106,Dirtiness
1.7559,0.9542,0.0055,57,12,7486,1632,0.1773,118,0.1227,Healthy
3.6443,2.1461,0.1031,4409,196,456908,1358,1.0,65,0.1177,K_Scatch
2.0756,0.7782,0.0044,119,16,14032,1352,0.215,110,0.0353,Healthy
1.7404,0.9542,0.0067,55,12,6100,1358,0.1773,123,0.9808,Stains
2.1673,1.301,0.0147,147,25,16975,1354,0.7281,114,0.0,Z_Scratch
2.887,1.4314,0.0199,771,84,84461,1364,0.9998,101,0.2669,Z_Scratch
3.2898,2.1761,0.107,152655,190,1936241,1400,1.0,35,0.0557,K_Scatch
2.3692,1.1461,0.0103,231,29,25096,1362,0.633,104,0.0207,Pastry
1.7404,0.9542,0.0066,55,12,7197,1354,0.1954,101,0.2485,Bumps
2.4843,1.2787,0.014,305,44,34655,1358,0.8123,104,0.1044,Other_faults
2.1367,1.1139,0.0096,137,23,14536,1356,0.6015,92,0.0369,Z_Scratch
3.8377,2.243,0.1289,6882,274,723207,1358,1.0,41,0.0574,K_Scatch
2.3636,1.1761,0.011,231,19,24697,1373,0.3977,91,0.0146,Healthy
1.0792,1.0,0.0059,12,11,1587,1690,0.2061,102,0.6775,Stains
1.0792,0.4771,0.003,12,3,1542,1358,0.1292,108,0.8311,Stains
2.0334,1.0414,0.0081,108,13,11803,1650,0.2173,100,0.1494,Bumps
2.3222,1.1461,0.0082,210,38,21556,1687,0.633,86,0.0,Pastry
1.2553,0.699,0.0037,18,6,2318,1358,0.1322,121,0.1458,Stains
1.8129,0.9031,0.0048,67,16,8996,1692,0.2253,128,0.8566,Healthy
1.2305,0.6021,0.003,17,4,2127,1358,0.1322,114,0.8809,Stains
2.0569,0.9542,0.0066,114,16,12773,1360,0.2699,92,0.4106,Healthy
1.2305,0.7782,0.0044,17,9,2267,1364,0.1449,115,0.0,Stains
2.0374,1.1139,0.0096,109,34,13352,1362,0.3663,113,0.8331,Dirtiness
2.8122,1.0414,0.0081,677,68,68416,1387,0.9905,88,0.9032,Dirtiness
2.4728,1.0792,0.0089,301,44,18644,1360,0.8173,65,0.4823,Healthy
2.1553,1.1761,0.0089,143,20,13662,1352,0.4729,89,0.1195,Z_Scratch
2.1367,1.3424,0.0162,137,28,16759,1356,0.4763,84,0.0931,Z_Scratch
3.8125,2.238,0.1274,6515,263,673434,1358,1.0,66,0.0575,K_Scatch
3.0026,1.0414,0.0081,1014,113,98616,1333,1.0,87,0.0,Other_faults
1.7924,1.0414,0.0081,62,17,8091,1362,0.2408,118,0.5772,Bumps
2.1903,1.0,0.0073,155,23,16680,1654,0.633,89,0.1222,Pastry
1.8195,1.0,0.0059,66,16,5035,1354,0.2018,70,0.0251,Z_Scratch
3.7989,2.248,0.1303,6239,276,679238,1358,1.0,38,0.0605,K_Scatch
2.6474,1.3222,0.0155,463,68,53536,1387,0.9603,110,0.0353,Z_Scratch
2.9405,1.2787,0.014,861,39,83627,1358,0.9987,49,0.0604,Healthy
2.0756,1.301,0.0148,119,30,15146,1354,0.3419,118,0.1395,Other_faults
2.3541,1.0,0.0074,226,19,25660,1360,0.8123,112,0.0236,Other_faults
3.0442,1.0414,0.0081,1107,118,103662,1360,1.0,96,0.9106,Healthy
2.2878,1.2305,0.0125,194,27,24530,1658,0.5903,118,0.4223,Other_faults
2.8722,1.1139,0.0096,745,92,89110,1402,0.9998,119,0.6405,Dirtiness
1.9191,0.6021,0.0029,83,18,10196,1370,0.2288,61,0.9135,Dirtiness
1.0,0.4771,0.0022,10,5,1063,1358,0.1441,112,0.9401,Stains
2.0374,1.2305,0.0125,109,44,11880,1364,0.463,73,0.4433,Healthy
2.1206,1.0,0.0061,132,16,13800,1630,0.266,82,0.7332,Bumps
1.2041,0.9031,0.0059,16,10,1990,1358,0.1322,105,0.6696,Stains
4.3422,2.3541,0.1665,21987,976,640970,1398,1.0,21,0.0,Other_faults
1.7482,0.8451,0.0041,56,9,6554,1692,0.2116,99,0.734,Pastry
2.4728,1.0792,0.0071,297,35,29002,1688,0.8299,59,0.0811,Other_faults
1.8261,0.8451,0.0041,67,8,6391,1690,0.1892,81,0.1202,Pastry
3.6431,2.238,0.1274,4123,302,461578,1358,1.0,43,0.0574,K_Scatch
1.7076,0.7782,0.0044,51,9,8106,1387,0.1852,108,0.7385,Stains
2.2201,0.9031,0.0047,166,15,18674,1694,0.4025,84,0.9135,Dirtiness
1.8195,1.0,0.0074,66,14,7467,1358,0.2061,102,0.2482,Bumps
2.0756,0.7782,0.0044,119,16,14032,1352,0.215,110,0.0353,Healthy
2.5224,1.0,0.0074,333,22,35740,1358,0.9471,90,0.0,Dirtiness
4.2296,2.2406,0.1243,16968,793,1976551,1400,1.0,26,0.0586,K_Scatch
3.3915,1.8325,0.0402,2463,271,297086,1694,1.0,64,0.1443,Other_faults
2.2095,1.3979,0.0184,162,30,20590,1358,0.5659,118,0.7228,Healthy
3.831,1.8573,0.0515,6294,216,711671,1356,1.0,40,0.0574,Healthy
2.2923,1.1139,0.0095,196,18,23267,1373,0.7065,110,0.4106,Healthy
1.716,0.8451,0.0041,52,8,5744,1690,0.1753,105,0.9236,Bumps
3.7989,2.233,0.1259,6277,289,647965,1356,1.0,39,0.0556,K_Scatch
2.7868,1.301,0.0147,659,91,78978,1364,0.9993,108,0.9164,Dirtiness
1.7924,1.0,0.0072,62,12,12872,1387,0.2061,178,0.2485,K_Scatch
1.8195,0.8451,0.0041,66,9,7683,1626,0.204,102,0.7944,Pastry
2.2878,1.1139,0.0077,194,16,23075,1687,0.4106,81,0.1111,Dirtiness
1.2041,0.699,0.0037,16,5,2001,1358,0.1322,102,0.7202,Stains
2.1614,1.1139,0.0095,147,24,16908,1364,0.3882,77,0.4302,Bumps
3.7911,2.243,0.1291,6277,265,618605,1356,1.0,43,0.0604,K_Scatch
2.1644,1.1461,0.0103,145,28,19139,1362,0.5378,110,0.0546,Healthy
1.5051,1.0,0.0059,32,10,4695,1362,0.1852,120,0.8763,Stains
2.3617,1.0792,0.0088,231,30,24807,1360,0.5378,111,0.6777,Dirtiness
2.0128,0.9031,0.0048,103,12,9578,1690,0.266,107,0.0102,Dirtiness
2.8,1.0792,0.0089,659,37,84410,1358,0.997,120,0.0604,K_Scatch
1.9294,0.8451,0.0041,85,11,8122,1687,0.2288,72,0.8638,Pastry
1.8325,1.0414,0.0065,68,14,4996,1688,0.3012,27,0.0071,Other_faults
1.3222,0.7782,0.0044,21,7,2683,1358,0.14,120,0.9808,Stains
1.7482,0.9542,0.0066,56,10,6356,1356,0.1773,116,0.4397,Stains
1.7708,0.9542,0.0065,59,9,7758,1387,0.1862,128,0.6619,K_Scatch
2.9557,1.0792,0.0088,903,90,110993,1364,1.0,101,0.7322,Dirtiness
1.1761,0.699,0.0037,15,7,1808,1358,0.1322,111,0.6316,Bumps
2.1271,1.1461,0.0103,134,29,16076,1358,0.2739,111,0.1581,Other_faults
2.9063,0.9542,0.0066,903,75,100112,1364,0.9999,101,0.9151,Dirtiness
1.0792,0.699,0.0037,12,5,1335,1358,0.14,110,0.0,Stains
2.2304,0.9542,0.0066,170,22,20000,1690,0.4963,97,0.5613,Other_faults
2.2878,1.1139,0.0096,194,31,21640,1356,0.4729,97,0.8111,Z_Scratch
1.2305,0.8451,0.0052,17,7,2183,1358,0.1483,109,0.9087,Stains
1.5051,0.7782,0.0044,32,6,4552,1360,0.1353,107,0.7778,Stains
3.3071,1.9031,0.0544,2059,119,20264,1358,1.0,113,0.6973,Z_Scratch
4.0564,2.1931,0.1113,11388,705,1311391,1402,1.0,36,0.0556,K_Scatch
3.2288,1.6233,0.0325,1695,105,17061,1358,1.0,40,0.8395,K_Scatch
2.2201,0.7782,0.0044,166,22,18656,1354,0.4796,103,0.0325,Healthy
2.1139,1.0414,0.0081,130,11,17174,1362,0.3509,118,0.8588,Stains
1.7404,1.2305,0.0125,55,19,7211,1652,0.2482,120,0.1735,Dirtiness
2.9632,1.7993,0.0224,927,56,11881,1690,0.9999,87,0.65,Dirtiness
0.8451,0.7782,0.0044,6,5,718,1358,0.14,120,0.7287,Stains
4.0552,2.179,0.1077,11355,639,1299720,1402,1.0,31,0.0556,K_Scatch
2.9978,1.6021,0.0206,935,83,103662,1358,0.9999,92,0.5292,Z_Scratch
2.0828,1.2041,0.0118,123,35,13696,1360,0.463,109,0.4254,Other_faults
1.8692,1.2305,0.01,74,21,4643,1648,0.2699,62,0.109,Healthy
1.5051,1.0792,0.0089,32,12,3022,1362,0.2018,106,0.8645,Stains
3.7979,2.233,0.1259,6279,266,648910,1358,1.0,42,0.0574,K_Scatch
2.8733,1.9777,0.0581,771,109,84461,1666,0.9999,95,0.6327,Other_faults
1.5315,0.9031,0.0059,34,11,3553,1358,0.1773,123,0.9377,Stains
2.2742,0.699,0.0037,188,15,20528,1354,0.4138,111,0.0353,Dirtiness
1.2041,0.699,0.0037,16,5,2034,1358,0.1322,112,0.2312,Stains
2.0086,1.2553,0.0132,102,27,13829,1370,0.4399,118,0.7882,Healthy
2.6998,1.3222,0.0155,501,43,43294,1692,0.9755,86,0.1427,Other_faults
1.9191,1.2305,0.0125,83,21,8566,1356,0.3419,89,0.0266,Z_Scratch
2.1399,0.8451,0.0052,138,9,16771,1352,0.3834,110,0.0462,Dirtiness
2.5024,1.1761,0.0111,318,38,35427,1364,0.9608,111,0.9106,Dirtiness
1.8808,1.1139,0.0096,76,20,8602,1688,0.3678,110,0.0,Other_faults
1.9395,0.9542,0.0066,87,10,8359,1358,0.2173,79,0.0192,Bumps
2.1106,0.9031,0.0059,129,18,15785,1362,0.3601,104,0.0325,Dirtiness
2.0756,1.2305,0.0125,119,29,14320,1690,0.3464,109,0.3877,Healthy
1.8751,0.9542,0.0054,75,17,6335,1692,0.2792,79,0.6622,Healthy
2.0453,1.0,0.0074,111,13,11382,1353,0.2432,161,0.7699,K_Scatch
2.8802,1.2305,0.0125,733,59,81625,1687,0.9992,77,0.9106,Pastry
2.017,1.3222,0.0155,104,57,15635,1353,0.4366,129,0.2712,Dirtiness
2.1106,0.9031,0.0059,129,18,15785,1362,0.3601,104,0.0325,Dirtiness
2.1553,1.0,0.0059,142,11,16101,1353,0.3068,84,0.6206,Other_faults
2.0043,1.0792,0.0071,101,21,10136,1692,0.3197,81,0.0434,Pastry
2.0212,1.1461,0.0103,105,20,12056,1356,0.2901,100,0.7456,Z_Scratch
2.4216,0.7782,0.0035,264,29,29748,1696,0.7933,94,0.2474,Healthy
2.8507,1.0414,0.0081,705,46,162791,1387,0.999,99,0.9087,Dirtiness
2.4609,1.2553,0.0132,289,58,32134,1354,0.9071,96,0.2057,Z_Scratch
2.2227,1.0414,0.0081,169,19,17588,1362,0.3725,96,0.7665,Healthy
3.8375,2.248,0.1303,6878,323,709363,1358,1.0,38,0.0574,K_Scatch
3.7903,2.238,0.1276,6999,268,669161,1358,1.0,36,0.0574,K_Scatch
2.7152,1.0414,0.0081,543,37,48231,1354,0.9992,65,0.0325,Z_Scratch
2.5786,1.0,0.0072,378,35,37407,1362,0.8952,91,0.1419,Healthy
2.1303,0.9031,0.0047,135,9,1808,1624,0.266,99,0.9685,Dirtiness
2.5441,0.9031,0.0059,350,24,32459,1356,0.8894,78,0.0,Pastry
2.7582,1.3222,0.0153,573,53,60005,1364,0.9997,101,0.9076,Dirtiness
2.1399,1.0,0.0074,136,18,16669,1354,0.3494,113,0.9164,Z_Scratch
1.7482,1.4314,0.0164,56,28,7553,1368,0.2469,117,0.4721,Stains
1.6532,0.8451,0.0051,45,9,4442,1366,0.1687,109,0.9048,Dirtiness
2.8976,1.4771,0.0218,788,44,65282,1692,1.0,80,0.1064,Other_faults
2.2253,1.301,0.0123,168,27,19974,1387,0.8756,107,0.0255,Healthy
1.9345,1.0,0.0073,86,13,8701,1373,0.215,95,0.0441,Dirtiness
2.8921,1.1139,0.0095,788,59,68851,1353,0.9999,67,0.2143,Pastry
2.0792,1.0792,0.0088,120,15,14167,1353,0.3068,61,0.223,Bumps
2.3892,1.1761,0.0088,244,19,24156,1354,0.7254,80,0.0544,Z_Scratch
2.0334,0.9542,0.0053,108,12,10855,1692,0.215,79,0.0015,Pastry
1.0792,0.699,0.0037,12,6,2015,1358,0.1292,111,0.1219,Stains
2.7528,1.3802,0.0142,571,38,53142,1692,0.9408,77,0.1491,Pastry
2.5024,1.3424,0.0136,318,34,33577,1650,0.9263,82,0.1194,Bumps
1.7708,0.9031,0.0047,59,10,7052,1687,0.1773,111,0.4956,Other_faults
1.2041,0.9542,0.0066,16,9,2034,1360,0.1322,113,0.8809,Stains
2.3365,1.1139,0.0094,216,19,25531,1373,0.3601,120,0.6698,K_Scatch
1.8261,1.0,0.0059,67,12,6834,1690,0.2173,77,0.1165,Healthy
1.8325,1.0,0.0059,68,13,7990,1690,0.2105,86,0.0627,Healthy
2.0414,0.9031,0.0047,110,15,12808,1687,0.3241,110,0.3181,Dirtiness
1.2041,0.8451,0.0052,16,7,2062,1358,0.1361,112,0.7158,Stains
2.2068,0.9031,0.0059,161,15,17592,1687,0.3882,99,0.3074,Bumps
3.7645,2.1847,0.0991,5814,216,617639,1358,1.0,45,0.0574,K_Scatch
2.7324,1.0792,0.0088,539,38,61209,1362,0.9848,61,0.8967,Bumps
2.0828,0.7782,0.0044,121,19,14032,1358,0.417,111,0.0519,Dirtiness
2.6637,1.301,0.0148,463,37,53536,1354,0.9263,96,0.1542,Z_Scratch
1.8692,0.9542,0.0066,74,14,8140,1356,0.3945,99,0.0103,Z_Scratch
1.7993,1.1461,0.0103,63,20,7114,1362,0.2532,65,0.9808,Other_faults
2.143,0.9542,0.0053,139,19,16441,1692,0.2942,107,0.1316,Pastry
3.8236,2.248,0.1303,6679,324,691010,1358,1.0,36,0.0574,K_Scatch
2.1614,1.1139,0.0094,145,13,21545,1387,0.3197,178,0.914,K_Scatch
2.5378,1.3222,0.0155,345,70,42620,1354,0.9603,122,0.2482,Z_Scratch
1.4771,1.0,0.0059,30,14,3166,1692,0.1622,102,0.6698,Other_faults
3.2865,1.9031,0.0556,1939,99,26321,1362,1.0,104,0.9846,Z_Scratch
2.3263,1.1139,0.0077,212,36,21326,1687,0.6079,81,0.8973,Pastry
1.6902,0.699,0.0037,49,9,7551,1358,0.1892,111,0.4498,Bumps
2.1461,0.8451,0.0051,140,13,5966,1352,0.2116,40,0.0,Other_faults
2.0414,1.3802,0.0176,110,44,11748,1360,0.417,115,0.1613,Dirtiness
3.0245,1.4914,0.0228,1097,107,128883,1364,1.0,108,0.1071,Dirtiness
2.5052,1.0792,0.0071,320,35,32705,1692,0.8952,28,0.0236,Healthy
1.2041,0.9031,0.0047,16,8,2121,1690,0.14,114,0.7894,Stains
1.9031,0.7782,0.0044,80,15,10024,1356,0.2532,100,0.3632,Dirtiness
3.8159,1.0,0.0074,6615,98,71852,1364,0.9998,101,0.9106,Dirtiness
1.2041,0.699,0.0037,16,5,2001,1358,0.1322,102,0.7202,Stains
1.7924,1.0,0.0072,62,12,12872,1387,0.2061,178,0.2485,K_Scatch
1.5315,0.8451,0.0052,34,7,4409,1358,0.1449,105,0.8882,Stains
2.4378,1.1461,0.0101,274,42,26694,1698,0.8061,59,0.0296,Pastry
3.1959,1.0414,0.0081,1570,23,20262,1354,1.0,90,0.2173,Other_faults
2.3263,1.2041,0.0095,212,38,24808,1690,0.5461,109,0.758,Other_faults
